tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	npc_speed	UNK_0	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	UNK_0a	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	unk1_tab[5]	unk1_tab[6]	unk1_tab[7]	unk1_tab[8]	unk1_tab[9]	unk1_tab[10]	unk1_tab[11]	unk1_tab[12]	unk1_tab[13]	unk1_tab[14]	unk1_tab[15]	unk1_tab[16]	unk1_tab[17]	unk1_tab[18]	unk1_tab[19]	unk1_tab[20]	unk1_tab[21]	unk1_tab[22]	unk1_tab[23]	unk1_tab[24]	unk1_tab[25]	level_lim_dn	level_lim_up	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
1292	LineageMonster2.bionic_bear	LineageMonsters2.bionic_bear_m00	2	LineageMonstersTex2.bionic_bear_t00	LineageMonstersTex2.bionic_bear_t01				0			4	4293	4311	22582	22583							1.00000000	0	1				4	MonSound.Hit_Bone_6	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_Bone_8		3	MonSound.grizzly_dmg_1	MonSound.grizzly_dmg_2	MonSound.grizzly_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1293	LineageMonster2.bionic_bear	LineageMonsters2.bionic_bear_m00	2	LineageMonstersTex2.bionic_bear_t00	LineageMonstersTex2.bionic_bear_t01				0			4	4293	4311	22584	22585							1.00000000	0	1				4	MonSound.Hit_Bone_6	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_Bone_8		3	MonSound.grizzly_dmg_1	MonSound.grizzly_dmg_2	MonSound.grizzly_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1294	LineageMonster2.antelope	LineageMonsters2.antelope_m00	2	LineageMonstersTex2.antelope_t00	LineageMonstersTex2.antelope_t01				0			4	4293	4303	22586	22587							1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound2.h_silenos_w_dmg_1	MonSound2.h_silenos_w_dmg_2	MonSound2.h_silenos_s_dmg_2	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1295	LineageMonster2.antelope	LineageMonsters2.antelope_ec_m00	3	LineageMonstersTex2.eye_controller_t00	LineageMonstersTex2.antelope_t00	LineageMonstersTex2.antelope_t01			0			4	4293	4303	22588	22589							1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound2.h_silenos_w_dmg_1	MonSound2.h_silenos_w_dmg_2	MonSound2.h_silenos_s_dmg_2	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1296	LineageMonster2.bandersnatch	LineageMonsters2.bandersnatch_m00	1	LineageMonstersTex2.bandersnatch_t00					0			4	4293	4304	22590	22591							1.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1297	LineageMonster2.bandersnatch	LineageMonsters2.bandersnatch_ec_m00	2	LineageMonstersTex2.eye_controller_t00	LineageMonstersTex2.bandersnatch_a_t00				0			4	4293	4304	22592	22593							1.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1298	LineageMonster.monster_eye	LineageMonsters.monster_eye_m00	1	LineageMonstersTex.monster_eye_t00					0			6	4291	4303	4281	4276	22594	22595					2.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1299	LineageMonster2.buffalo_ec	LineageMonsters2.buffalo_ec_m00	3	LineageMonstersTex2.eye_controller_t00	LineageMonstersTex2.buffalo_t00	LineageMonstersTex2.buffalo_t01			0			4	4293	4304	22596	22597							1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		3	MonSound.minotaur_dmg_1	MonSound.minotaur_dmg_2	MonSound.minotaur_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1300	LineageMonster2.parasitic_eye_20_sm	LineageMonsters2.parasitic_eye_m00	1	LineageMonstersTex2.parasitic_eye_t00					0			6	4291	4304	4281	4276	22598	22599					1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1301	LineageMonster.field_stalker	LineageMonsters.field_stalker_m00	2	LineageMonstersTex.field_stalker_t00	LineageMonstersTex.field_stalker_t01				0			4	4291	4305	22600	22601							2.00000000	0	1				5	MonSound.Hit_Bone_6	MonSound.Hit_Wet_2	MonSound.Hit_normal_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_5	3	MonSound.field_stalker_dmg_1	MonSound.field_stalker_dmg_2	MonSound.field_stalker_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1302	LineageMonster2.parasitic_eye	LineageMonsters2.parasitic_eye_m00	1	LineageMonstersTex2.parasitic_eye_t00					0			6	4291	4304	4281	4276	22602	22603					1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1303	LineageMonster2.homunculus_20_sm	LineageMonsters2.homunculus_m00	2	LineageMonstersTex2.homunculus_t00	LineageMonstersTex2.homunculus_t01				0			6	4291	4304	4279	4276	22604	22605					1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_weaver_dmg_1	MonSound.m_weaver_dmg_2	MonSound.m_weaver_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1304	LineageMonster2.bionic_bear	LineageMonsters2.bionic_bear_ec_m00	3	LineageMonstersTex2.eye_controller_t00	LineageMonstersTex2.bionic_bear_t00	LineageMonstersTex2.bionic_bear_t01			0			4	4293	4305	22606	22607							1.00000000	0	1				4	MonSound.Hit_Bone_6	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_Bone_8		3	MonSound.grizzly_dmg_1	MonSound.grizzly_dmg_2	MonSound.grizzly_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1305	LineageMonster2.parasitic_eye_20_sm	LineageMonsters2.parasitic_eye_m00	1	LineageMonstersTex2.parasitic_eye_t00					0			6	4291	4304	4281	4276	22608	22609					1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1306	LineageMonster2.apostle_warrior	LineageMonsters2.apostle_warrior_m00	2	LineageMonstersTex2.apostle_warrior_t00	LineageMonstersTex2.apostle_warrior_t01				0			9	4297	4306	4336	4335	4337	4085	4086	22610	22611		1.00000000	0	1				4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1307	LineageMonster2.homunculus	LineageMonsters2.homunculus_m00	2	LineageMonstersTex2.homunculus_t00	LineageMonstersTex2.homunculus_t01				0			6	4291	4305	4279	4276	22612	22613					1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_weaver_dmg_1	MonSound.m_weaver_dmg_2	MonSound.m_weaver_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1308	LineageMonster2.apostle_warrior	LineageMonsters2.apostle_warrior_m00	2	LineageMonstersTex2.apostle_warrior_t00	LineageMonstersTex2.apostle_warrior_t01				0			9	4297	4306	4336	4335	4337	4085	4086	22614	22615		1.00000000	0	1				4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1309	LineageMonster2.apostle_warrior	LineageMonsters2.apostle_warrior_m00	2	LineageMonstersTex2.apostle_warrior_t00	LineageMonstersTex2.apostle_warrior_t01				0			9	4297	4306	4336	4335	4337	4085	4086	22616	22617		1.00000000	0	1				4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	ChrSound.FNpc_Fighter_Dmg_1	ChrSound.FNpc_Fighter_Dmg_2	ChrSound.FNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1310	LineageMonster2.apostle_mage	LineageMonsters2.apostle_mage_m00	2	LineageMonstersTex2.apostle_mage_t00	LineageMonstersTex2.apostle_mage_t01				0			9	4297	4306	4336	4335	4337	4085	4086	22618	22619		1.00000000	0	1				4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1311	LineageMonster2.apostle_mage	LineageMonsters2.apostle_mage_m00	2	LineageMonstersTex2.apostle_mage_t00	LineageMonstersTex2.apostle_mage_t01				0			7	4297	4306	4336	4335	4337	22620	22621				1.00000000	0	1				4	ItemSound.shield_steel_2	MonSound.Hit_Wet_3	ItemSound.shield_steel_9	ItemSound.armor_leather_6		3	ChrSound.MNpc_Fighter_Dmg_1	ChrSound.MNpc_Fighter_Dmg_2	ChrSound.MNpc_Fighter_Dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1312	LineageMonster2.parasitic_eye	LineageMonsters2.parasitic_eye_m00	1	LineageMonstersTex2.parasitic_eye_t00					0			6	4291	4304	4281	4276	22622	22623					1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.monster_eye_dmg_1	MonSound.monster_eye_dmg_2	MonSound.monster_eye_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1313	LineageMonster2.bandersnatch	LineageMonsters2.bandersnatch_a_m00	2	LineageMonstersTex2.bandersnatch_t00_b	LineageMonstersTex2.bandersnatch_a_t01				0			4	4293	4304	22624	22625							1.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1314	LineageMonster2.bandersnatch	LineageMonsters2.bandersnatch_m00	1	LineageMonstersTex2.bandersnatch_t00					0			6	4293	4303	4085	4086	22626	22627					1.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1315	LineageMonster2.buffalo	LineageMonsters2.buffalo_m00	2	LineageMonstersTex2.buffalo_t00	LineageMonstersTex2.buffalo_t01				0			7	4293	4303	4085	4086	4071	22628	22629				1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		3	MonSound.minotaur_dmg_1	MonSound.minotaur_dmg_2	MonSound.minotaur_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1316	LineageMonster2.flava	LineageMonsters2.flava_m00	2	LineageMonstersTex2.flava_t00_a	LineageMonstersTex2.flava_t01_a				0			9	4294	4303	4279	4277	4085	4086	4116	22630	22631		1.00000000	0	1				4	MonSound.Hit_Bone_8	MonSound.Hit_Wet_5	MonSound.Hit_Wet_4	MonSound.Hit_Normal_10		3	MonSound.m_vampire_dmg_1	MonSound.m_vampire_dmg_2	MonSound.m_vampire_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1317	LineageMonster2.kailiharim	LineageMonsters2.kailiharim_m00	2	LineageMonstersTex2.kailiharim_t00	LineageMonstersTex2.kailiharim_t01				0			6	4301	4303	4085	4086	22632	22633					1.00000000	0	1				4	MonSound.Hit_Wet_2	MonSound.Hit_Shell_1	ItemSound.armor_leather_2	MonSound.Hit_bone_7		3	MonSound.z_lizard_dmg_1	MonSound.z_lizard_dmg_2	MonSound.z_lizard_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1318	LineageMonster2.antelope	LineageMonsters2.antelope_m00	2	LineageMonstersTex2.antelope_t00	LineageMonstersTex2.antelope_t01				0			7	4293	4303	4085	4086	4071	22634	22635				1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_Wet_1	MonSound.Hit_Bone_2	MonSound.Hit_normal_12		3	MonSound2.h_silenos_w_dmg_1	MonSound2.h_silenos_w_dmg_2	MonSound2.h_silenos_s_dmg_2	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1319	LineageMonster2.nephenthes	LineageMonsters2.nephenthes_m00	2	LineageMonstersTex2.nephenthes_t00	LineageMonstersTex2.nephenthes_t01				0			9	4294	4303	4279	4277	4085	4086	4116	22636	22637		1.00000000	0	1				5	MonSound.Hit_normal_12	MonSound.Hit_Normal_1	MonSound.Hit_Shell_3	MonSound.Hit_Shell_4	MonSound.Hit_Wet_4	3	MonSound.aracne_dmg_1	MonSound.aracne_dmg_2	MonSound.aracne_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1320	LineageMonster.yeti_20_bi	LineageMonsters.yeti_m00	2	LineageMonstersTex.yeti_t00	LineageMonstersTex.yeti_t01				0			7	4295	4303	4085	4086	4071	22638	22639				1.00000000	0	3	ItemSound.club_1	ItemSound.fist_2	ItemSound.mace_3	4	MonSound.Hit_Wet_4	ItemSound.armor_leather_7	MonSound.Hit_Wet_3	MonSound.Hit_Bone_6		3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1321	LineageMonster2.kailiharim	LineageMonsters2.kailiharim_m00	2	LineageMonstersTex2.kailiharim_t00	LineageMonstersTex2.kailiharim_t01				0			7	4301	4303	4085	4086	4116	22640	22641				1.00000000	0	1				4	MonSound.Hit_Wet_2	MonSound.Hit_Shell_1	ItemSound.armor_leather_2	MonSound.Hit_bone_7		3	MonSound.z_lizard_dmg_1	MonSound.z_lizard_dmg_2	MonSound.z_lizard_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1322	LineageMonster2.bandersnatch	LineageMonsters2.bandersnatch_m00	1	LineageMonstersTex2.bandersnatch_t00					0			7	4293	4303	4085	4086	4116	22642	22643				1.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1323	LineageMonster2.bionic_bear	LineageMonsters2.bionic_bear_m00	2	LineageMonstersTex2.bionic_bear_t00	LineageMonstersTex2.bionic_bear_t01				0			7	4293	4303	4085	4086	4071	22644	22645				1.00000000	0	1				4	MonSound.Hit_Bone_6	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_Bone_8		3	MonSound.grizzly_dmg_1	MonSound.grizzly_dmg_2	MonSound.grizzly_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1324	LineageMonster.ketra_orc	LineageMonsters.ketra_orc_m00	2	LineageMonstersTex.ketra_orc_t00	LineageMonstersTex.ketra_orc_t01				0			4	4295	4303	22646	22647							1.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_2	ItemSound.shield_bone_2	MonSound.Hit_Normal_1	ItemSound.shield_steel_8		3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1325	LineageMonster2.bandersnatch	LineageMonsters2.bandersnatch_a_m00	2	LineageMonstersTex2.bandersnatch_a_t00	LineageMonstersTex2.bandersnatch_a_t01				0			4	4293	4303	22648	22649							1.00000000	0	1				5	MonSound.Hit_Shell_1	MonSound.Hit_Stone_2	ItemSound.shield_bone_4	MonSound.Hit_Wood_5	MonSound.Hit_Normal_10	3	MonSound.less_basilisk_dmg_1	MonSound.less_basilisk_dmg_2	MonSound.less_basilisk_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1326	LineageMonster2.youth_ostrich	LineageMonsters2.youth_ostrich_m00	2	LineageMonstersTex2.youth_ostrich_t00	LineageMonstersTex2.youth_ostrich_t01				0			4	4293	4303	22650	22651							1.00000000	0	1				4	MonSound.Hit_Wet_4	MonSound.Hit_normal_12	MonSound.Hit_Wood_5	MonSound.Hit_Bone_3		3	MonSound.harpy_dmg_1	MonSound.harpy_dmg_2	MonSound.harpy_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1327	LineageMonster.ketra_orc_warrior	LineageMonsters.ketra_orc_warrior_a_m00	2	LineageMonstersTex.ketra_orc_warrior_a_t00	LineageMonstersTex.ketra_orc_warrior_a_t01				0			6	4295	4303	4085	4086	22652	22653					1.00000000	0	3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_1	MonSound.Hit_bone_7	MonSound.Hit_Metal_clang_8		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1328	LineageMonster.ketra_orc_archer	LineageMonsters.ketra_orc_archer_a_m00	2	LineageMonstersTex.ketra_orc_archer_a_t00	LineageMonstersTex.ketra_orc_archer_a_t01				0			4	4295	4303	22654	22655							2.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Bone_5	MonSound.Hit_Metal_Clang_1	MonSound.Hit_bone_7	MonSound.Hit_Metal_clang_8		3	MonSound.orc_fighter_dmg_1	MonSound.orc_fighter_dmg_2	MonSound.orc_fighter_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1329	LineageMonster.ketra_orc_shaman	LineageMonsters.ketra_orc_shaman_m00	2	LineageMonstersTex.ketra_orc_shaman_t00	LineageMonstersTex.ketra_orc_shaman_t01				0			4	4295	4303	22656	22657							1.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_wood_1	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_2	MonSound.Hit_normal_3		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1330	LineageMonster2.buffalo	LineageMonsters2.buffalo_m00	2	LineageMonstersTex2.buffalo_t00	LineageMonstersTex2.buffalo_t01				0			4	4293	4303	22658	22659							1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		3	MonSound.minotaur_dmg_1	MonSound.minotaur_dmg_2	MonSound.minotaur_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1331	LineageMonster.ketra_orc_warrior	LineageMonsters.ketra_orc_warrior_a_m00	2	LineageMonstersTex.ketra_orc_warrior_t00_c	LineageMonstersTex.ketra_orc_warrior_t01_c				0			4	4295	4303	22660	22661							1.00000000	0	3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_1	MonSound.Hit_bone_7	MonSound.Hit_Metal_clang_8		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1332	LineageMonster2.ketra_orc_chieftain	LineageMonsters2.ketra_orc_chieftain_m00	2	LineageMonstersTex2.ketra_orc_chieftain_t00	LineageMonstersTex2.ketra_orc_chieftain_t01				0			6	4295	4303	4085	4086	22662	22663					1.00000000	0	3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	4	MonSound.Hit_normal_3	MonSound.Hit_Shell_2	MonSound.Hit_normal_12	MonSound.Hit_Metal_clang_10		3	MonSound.b_orc_arc_dmg_1	MonSound.b_orc_arc_dmg_2	MonSound.b_orc_arc_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1333	LineageMonster.giant_wild_hog	LineageMonsters.giant_wild_hog_m00	1	LineageMonstersTex.giant_wild_hog_t00_a					0			4	4293	4303	22664	22665							1.00000000	0	1				4	MonSound.Hit_Bone_4	MonSound.Hit_Normal_10	MonSound.Hit_bone_7	MonSound.Hit_normal_3		3	MonSound.g_wildhog_dmg_1	MonSound.g_wildhog_dmg_2	MonSound.g_wildhog_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1334	LineageMonster.ketra_orc_shaman	LineageMonsters.ketra_orc_shaman_m00	2	LineageMonstersTex.ketra_orc_shaman_t00	LineageMonstersTex.ketra_orc_shaman_t01				0			4	4295	4303	22666	22667							1.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_wood_1	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_2	MonSound.Hit_normal_3		3	MonSound.b_orc_sham_dmg_1	MonSound.b_orc_sham_dmg_2	MonSound.b_orc_sham_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1335	LineageMonster.ketra_orc	LineageMonsters.ketra_orc_m00	2	LineageMonstersTex.ketra_orc_t00	LineageMonstersTex.ketra_orc_t01				0			4	4295	4303	22668	22669							1.00000000	0	3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_2	ItemSound.shield_bone_2	MonSound.Hit_Normal_1	ItemSound.shield_steel_8		3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1336	LineageMonster.ketra_orc_overload_20_bi	LineageMonsters.ketra_orc_overload_m00	2	LineageMonstersTex.ketra_orc_overload_t00	LineageMonstersTex.ketra_orc_overload_t01				0			6	4295	4303	4085	4086	22670	22671					1.00000000	0	3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	5	ItemSound.shield_steel_2	MonSound.Hit_Normal_6	MonSound.Hit_Normal_7	ItemSound.shield_steel_8	MonSound.Hit_Normal_10	3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
1337	LineageMonster2.buffalo	LineageMonsters2.buffalo_m00	2	LineageMonstersTex2.buffalo_t00	LineageMonstersTex2.buffalo_t01				0			4	4293	4303	22672	22673							1.00000000	0	1				4	MonSound.Hit_normal_3	MonSound.Hit_normal_12	MonSound.Hit_Normal_10	MonSound.Hit_Stone_3		3	MonSound.minotaur_dmg_1	MonSound.minotaur_dmg_2	MonSound.minotaur_dmg_3	0	0																											0	0	LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	0
