tag	class	mesh	cnt_tex1	tex1[0]	tex1[1]	tex1[2]	tex1[3]	tex1[4]	cnt_tex2	tex1[0]	tex1[1]	cnt_dtab1	dtab1[0]	dtab1[1]	dtab1[2]	dtab1[3]	dtab1[4]	dtab1[5]	dtab1[6]	dtab1[7]	dtab1[8]	dtab1[9]	dtab1[10]	dtab1[11]	dtab1[12]	dtab1[13]	dtab1[14]	dtab1[15]	dtab1[16]	dtab1[17]	dtab1[18]	dtab1[19]	dtab1[20]	dtab1[21]	dtab1[22]	dtab1[23]	dtab1[24]	dtab1[25]	npc_speed	unk0_cnt	unk0_tab	cnt_snd1	snd1[0]	snd1[1]	snd1[2]	cnt_snd2	snd2[0]	snd2[1]	snd2[2]	snd2[3]	snd2[4]	cnt_snd3	snd3[0]	snd3[1]	snd3[2]	rb_effect_on	rb_effect	rb_effect_fl	unk1_cnt	unk1_tab[0]	unk1_tab[1]	unk1_tab[2]	unk1_tab[3]	unk1_tab[4]	effect	UNK_2	sound_rad	sound_vol	sound_rnd	quest_be	class_lim_?
20638	LineageMonster.human_ghost	LineageMonsters.human_ghost_m00	1	LineageMonstersTex.human_ghost_t00					0			22	4416	1	4410	12	4411	12	4412	10	4413	10	4275	2	4278	1	4093	1	20000	20638	20001	20638	20002	20638					1.24285698	0		3	ItemSound.spear_3	ItemSound.sword_great_2	ItemSound.hammer_2	4	MonSound.Hit_Soul_1	MonSound.Hit_Soul_2	MonSound.Hit_Soul_3	MonSound.Hit_Soul_4		3	MonSound.h_ghost_dmg_1	MonSound.h_ghost_dmg_2	MonSound.h_ghost_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20639	LineageMonster.mirror	LineageMonsters.mirror_m00	2	LineageMonstersTex.mirror_t00	LineageMonstersTex.mirror_t01				0			20	4416	13	4408	10	4410	10	4411	10	4412	12	4413	12	4095	1	20000	20639	20001	20639	20002	20639							1.05454504	0		1				4	MonSound.Hit_Stone_1	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Stone_2	MonSound.Hit_Metal_Clang_2		3	MonSound.gremlin_dmg_1	MonSound.imp_dmg_2	MonSound.imp_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20640	LineageMonster.zenta_lizardman	LineageMonsters.zenta_lizardman_m00	2	LineageMonstersTex.zenta_lizardman_t00	LineageMonstersTex.zenta_lizardman_t01				0			8	4416	6	20000	20640	20001	20640	20002	20640																			1.24285698	0		3	ItemSound.spear_2	ItemSound.sword_mid_9	ItemSound.sword_mid_3	5	MonSound.Hit_Metal_Clang_3	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_7	MonSound.Hit_Shell_2	MonSound.Hit_normal_12	3	MonSound.z_lizard_dmg_1	MonSound.z_lizard_dmg_2	MonSound.z_lizard_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20641	LineageMonster.zenta_lizardman	LineageMonsters.zenta_lizardman_m00	2	LineageMonstersTex.zenta_lizardman_t00	LineageMonstersTex.zenta_lizardman_t01				0			8	4416	6	20000	20641	20001	20641	20002	20641																			1.24285698	0		3	ItemSound.spear_2	ItemSound.sword_mid_9	ItemSound.sword_mid_3	5	MonSound.Hit_Metal_Clang_3	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_7	MonSound.Hit_Shell_2	MonSound.Hit_normal_12	3	MonSound.z_lizard_dmg_1	MonSound.z_lizard_dmg_2	MonSound.z_lizard_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20642	LineageMonster.zenta_lizardman_scout	LineageMonsters.zenta_lizardman_scout_m00	2	LineageMonstersTex.zenta_lizardman_scout_t00	LineageMonstersTex.zenta_lizardman_scout_t01				0			18	4416	6	4410	10	4411	10	4412	12	4413	12	4085	1	20000	20642	20001	20642	20002	20642									1.15999997	0		3	ItemSound.sword_big_2	ItemSound.sword_great_2	ItemSound.spear_3	5	ItemSound.armor_wood_2	ItemSound.shield_steel_2	MonSound.Hit_Wet_4	MonSound.Hit_Metal_Clang_2	MonSound.Hit_Normal_10	3	MonSound.z_lizard_scout_dmg_1	MonSound.z_lizard_scout_dmg_2	MonSound.z_lizard_scout_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20643	LineageMonster.zenta_lizardman_warrior	LineageMonsters.zenta_lizardman_warrior_m00	2	LineageMonstersTex.zenta_lizardman_warrior_t00	LineageMonstersTex.zenta_lizardman_warrior_t01				0			16	4416	6	4410	12	4411	12	4412	10	4413	10	20000	20643	20001	20643	20002	20643											1.24285698	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	5	MonSound.Hit_Metal_Clang_3	MonSound.Hit_Shell_1	MonSound.Hit_Wet_4	MonSound.Hit_Metal_Clang_2	ItemSound.shield_steel_2	3	MonSound.z_lizard_warrior_dmg_1	MonSound.z_lizard_warrior_dmg_2	MonSound.z_lizard_warrior_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20644	LineageMonster.zenta_lizardman_shaman	LineageMonsters.zenta_lizardman_shaman_m00	2	LineageMonstersTex.zenta_lizardman_shaman_t00	LineageMonstersTex.zenta_lizardman_shaman_t01				0			16	4416	6	4410	12	4411	12	4412	10	4413	10	20000	20644	20001	20644	20002	20644											1.45000005	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	5	MonSound.Hit_Shell_3	MonSound.Hit_Metal_Clang_2	MonSound.Hit_Wet_4	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_7	3	MonSound.z_lizard_shaman_dmg_1	MonSound.z_lizard_shaman_dmg_2	MonSound.z_lizard_shaman_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20645	LineageMonster.zenta_lizardman_matriarch	LineageMonsters.zenta_lizardman_matriarch_m00	2	LineageMonstersTex.zenta_lizardman_matriarch_t00	LineageMonstersTex.zenta_lizardman_matriarch_t01				0			22	4416	6	4408	10	4410	10	4411	10	4412	12	4413	12	4085	1	4086	1	20000	20645	20001	20645	20002	20645					1.24285698	0		3	ItemSound.sword_great_2	ItemSound.sword_big_5	ItemSound.spear_4	5	MonSound.Hit_Metal_Clang_3	MonSound.Hit_normal_3	MonSound.Hit_Metal_Clang_7	MonSound.Hit_Shell_2	MonSound.Hit_normal_12	3	MonSound.z_lizard_matriach_dmg_1	MonSound.z_lizard_matriach_dmg_2	MonSound.z_lizard_matriach_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20646	LineageMonster.saber_toothed_tiger	LineageMonsters.saber_toothed_tiger_m00	1	LineageMonstersTex.saber_toothed_tiger_t00					0			18	4416	4	4408	10	4410	12	4411	12	4412	10	4413	10	20000	20646	20001	20646	20002	20646									1.00000000	0		1				4	MonSound.Hit_Bone_8	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_normal_12		3	MonSound2.oel_a_dmg_1	MonSound2.oel_c_dmg_1	MonSound2.oel_w_dmg_1	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20647	LineageMonster.field_stalker	LineageMonsters.field_stalker_m00	2	LineageMonstersTex.field_stalker_t00	LineageMonstersTex.field_stalker_t01				0			22	4416	2	4408	10	4410	12	4411	12	4412	10	4413	10	4281	1	4276	1	20000	20647	20001	20647	20002	20647					1.00000000	0		1				5	MonSound.Hit_Bone_6	MonSound.Hit_Wet_2	MonSound.Hit_normal_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_5	3	MonSound.field_stalker_dmg_1	MonSound.field_stalker_dmg_2	MonSound.field_stalker_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20648	LineageMonster.will_o_wisp	LineageMonsters.will_o_wisp_m00	1	LineageMonstersTex.will_o_wisp_t00					0			16	4416	2	4408	10	4410	12	4411	12	4412	13	20000	20648	20001	20648	20002	20648											1.00000000	0		1				4	MonSound.Hit_Soul_5	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Soul_8	ItemSound.armor_metal_alt_6		3	MonSound.will_o_wisp_dmg_1	MonSound.will_o_wisp_dmg_2	MonSound.will_o_wisp_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20649	LineageMonster.poison_spider	LineageMonsters.poison_spider_m00	2	LineageMonstersTex.poison_spider_t00	LineageMonstersTex.poison_spider_t01				0			18	4416	12	4408	10	4410	12	4411	12	4412	10	4413	10	20000	20649	20001	20649	20002	20649									1.00000000	0		1				4	MonSound.Hit_Wet_2	MonSound.Hit_Shell_1	ItemSound.armor_leather_2	MonSound.Hit_bone_7		3	MonSound.p_spider_dmg_1	MonSound.p_spider_dmg_2	MonSound.p_spider_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20650	LineageMonster.crimson_bear	LineageMonsters.crimson_bear_m00	1	LineageMonstersTex.crimson_bear_t00					0			18	4416	4	4408	10	4410	12	4411	12	4412	10	4413	10	20000	20650	20001	20650	20002	20650									1.00000000	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_Bone_8		3	MonSound.grizzly_dmg_1	MonSound.grizzly_dmg_2	MonSound.grizzly_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20651	LineageMonster.gamlin	LineageMonsters.gamlin_m00	3	LineageMonstersTex.orc_t00	LineageMonstersTex.orc_t01	LineageMonstersTex.gamlin_t00			0			18	4416	2	4408	10	4410	10	4411	10	4412	12	4413	12	20000	20651	20001	20651	20002	20651									1.00000000	0		3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	MonSound.Hit_Bone_4	MonSound.Hit_normal_3	MonSound.Hit_Stone_2	MonSound.Hit_Metal_Clang_1		3	MonSound.orc_dmg_1	MonSound.orc_dmg_2	MonSound.orc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20652	LineageMonster.leogul	LineageMonsters.leogul_m00	3	LineageMonstersTex.marsh_stakato_t00	LineageMonstersTex.marsh_stakato_t01	LineageMonstersTex.legoul_t00			0			18	4416	2	4408	10	4410	10	4411	10	4412	12	4413	12	20000	20652	20001	20652	20002	20652									1.00000000	0		3	ItemSound.spear_2	ItemSound.sword_mid_9	ItemSound.sword_mid_3	4	MonSound.Hit_Metal_clang_8	MonSound.Hit_Stone_3	MonSound.Hit_Metal_clang_11	MonSound.Hit_Soul_4		3	MonSound.mstakato_dmg_1	MonSound.mstakato_dmg_2	MonSound.mstakato_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20653	LineageMonster.lesser_giant	LineageMonsters.lesser_giant_m00	2	LineageMonstersTex.lesser_giant_t00	LineageMonstersTex.lesser_giant_t01				0			6	4416	11	4408	11	20002	20653																					1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20654	LineageMonster.lesser_giant	LineageMonsters.lesser_giant_m00	2	LineageMonstersTex.lesser_giant_t00	LineageMonstersTex.lesser_giant_t01				0			20	4416	11	4408	11	4410	13	4411	13	4412	16	4413	9	4439	2	20000	20654	20001	20654	20002	20654							1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20655	LineageMonster.lesser_giant_shooter	LineageMonsters.lesser_giant_shooter_m00	2	LineageMonstersTex.lesser_giant_shooter_t00	LineageMonstersTex.lesser_giant_shooter_t01				0			14	4416	11	4408	11	4412	13	4071	5	20000	20655	20001	20655	20002	20655													1.20000005	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20656	LineageMonster.lesser_giant_shooter	LineageMonsters.lesser_giant_shooter_m00	2	LineageMonstersTex.lesser_giant_shooter_t00	LineageMonstersTex.lesser_giant_shooter_t01				0			16	4416	11	4408	11	4414	3	4086	1	4438	2	20000	20656	20001	20656	20002	20656											1.20000005	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20657	LineageMonster.lesser_giant_mage	LineageMonsters.lesser_giant_mage_m00	2	LineageMonstersTex.lesser_giant_mage_t00	LineageMonstersTex.lesser_giant_mage_t01				0			18	4416	11	4408	10	4410	12	4411	12	4412	10	4413	13	20000	20657	20001	20657	20002	20657									1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20658	LineageMonster.lesser_giant_mage	LineageMonsters.lesser_giant_mage_m00	2	LineageMonstersTex.lesser_giant_mage_t00	LineageMonstersTex.lesser_giant_mage_t01				0			26	4416	11	4408	10	4410	12	4411	12	4412	10	4413	13	4071	5	4273	3	4438	2	4439	2	20000	20658	20001	20658	20002	20658	1.00000000	0		1				5	MonSound.Hit_Stone_1	MonSound.Hit_Stone_2	MonSound.Hit_Stone_3	MonSound.Hit_Shell_4	MonSound.Hit_Normal_1	3	MonSound.stone_golem_dmg_1	MonSound.stone_golem_dmg_2	MonSound.stone_golem_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20659	LineageMonster.zombie	LineageMonsters.zombie_m00	2	LineageMonstersTex.zombie_t00	LineageMonstersTex.zombie_t01				0			18	4416	1	4413	19	4275	2	4278	1	4071	5	4284	5	20000	20659	20001	20659	20002	20659									1.00000000	0		1				5	MonSound.Hit_Wet_1	MonSound.Hit_Wet_2	MonSound.Hit_normal_12	MonSound.Hit_Wet_4	MonSound.Hit_Normal_1	3	MonSound.zombie_dmg_1	MonSound.zombie_dmg_2	MonSound.zombie_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20660	LineageMonster.skeleton_archer	LineageMonsters.skeleton_archer_m00	3	LineageMonstersTex.skeleton_archer_t00	LineageMonstersTex.skeleton_archer_t01	LineageMonstersTex.skeleton_archer_t02			0			22	4416	1	4410	12	4411	12	4412	10	4413	10	4414	3	4275	2	4278	1	20000	20660	20001	20660	20002	20660					1.24285698	0		3	ItemSound.sword_mid_3	ItemSound.spear_2	ItemSound.spear_4	3	MonSound.Hit_Bone_2	ItemSound.armor_leather_2	ItemSound.shield_bone_3			3	MonSound.skeleton_arc_dmg_1	MonSound.skeleton_arc_dmg_2	MonSound.skeleton_arc_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20661	LineageMonster.wererat	LineageMonsters.wererat_m00	2	LineageMonstersTex.wererat_t00	LineageMonstersTex.wererat_t01				0			8	4416	6	20000	20661	20001	20661	20002	20661																			1.45000005	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Bone_2	ItemSound.shield_steel_2	ItemSound.armor_leather_5	ItemSound.armor_metal_alt_1		3	MonSound.wererat_dmg_1	MonSound.wererat_dmg_2	MonSound.wererat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20662	LineageMonster.wererat	LineageMonsters.wererat_m00	2	LineageMonstersTex.wererat_t00	LineageMonstersTex.wererat_t01				0			8	4416	6	20000	20662	20001	20662	20002	20662																			1.45000005	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_Bone_2	ItemSound.shield_steel_2	ItemSound.armor_leather_5	ItemSound.armor_metal_alt_1		3	MonSound.wererat_dmg_1	MonSound.wererat_dmg_2	MonSound.wererat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20663	LineageMonster.medusa	LineageMonsters.medusa_m00	2	LineageMonstersTex.medusa_t00	LineageMonstersTex.medusa_t01				0			16	4416	3	4410	12	4411	12	4412	10	4413	10	20000	20663	20001	20663	20002	20663											1.00000000	0		1				4	MonSound.Hit_Bone_5	MonSound.Hit_Shell_3	ItemSound.shield_steel_8	MonSound.Hit_normal_3		3	MonSound.medusa_dmg_1	MonSound.medusa_dmg_2	MonSound.medusa_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20664	LineageMonster.field_stalker	LineageMonsters.field_stalker_m00	2	LineageMonstersTex.field_stalker_t00	LineageMonstersTex.field_stalker_t01				0			16	4416	2	4410	12	4411	12	4412	10	4413	10	20000	20664	20001	20664	20002	20664											1.58181798	0		1				5	MonSound.Hit_Bone_6	MonSound.Hit_Wet_2	MonSound.Hit_normal_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_5	3	MonSound.field_stalker_dmg_1	MonSound.field_stalker_dmg_2	MonSound.field_stalker_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20665	LineageMonster.ketra_orc	LineageMonsters.ketra_orc_m00	2	LineageMonstersTex.ketra_orc_t00	LineageMonstersTex.ketra_orc_t01				0			16	4416	6	4410	10	4411	10	4412	12	4413	12	20000	20665	20001	20665	20002	20665											1.02352905	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_steel_2	ItemSound.shield_bone_2	MonSound.Hit_Normal_1	ItemSound.shield_steel_8		3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20666	LineageMonster.ketra_orc	LineageMonsters.ketra_orc_m00	2	LineageMonstersTex.ketra_orc_t00	LineageMonstersTex.ketra_orc_t01				0			16	4416	6	4410	12	4411	12	4412	10	4413	10	20000	20666	20001	20666	20002	20666											1.02352905	0		3	ItemSound.hammer_1	ItemSound.spear_4	ItemSound.sword_big_5	4	ItemSound.shield_steel_2	ItemSound.shield_bone_2	MonSound.Hit_Normal_1	ItemSound.shield_steel_8		3	MonSound.orc_champ_dmg_1	MonSound.orc_champ_dmg_2	MonSound.orc_champ_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20667	LineageMonster.crimson_bear	LineageMonsters.crimson_bear_m00	1	LineageMonstersTex.crimson_bear_t00					0			8	4416	4	20000	20667	20001	20667	20002	20667																			1.02352905	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_normal_3	MonSound.Hit_Wet_3	MonSound.Hit_Bone_8		3	MonSound.grizzly_dmg_1	MonSound.grizzly_dmg_2	MonSound.grizzly_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20668	LineageMonster.gargoyle	LineageMonsters.gargoyle_m00	2	LineageMonstersTex.gargoyle_t00	LineageMonstersTex.gargoyle_t01				0			22	4416	3	4410	10	4411	10	4412	12	4413	12	4444	2	4273	3	4274	1	20000	20668	20001	20668	20002	20668					1.24285698	0		1				4	MonSound.Hit_Stone_1	MonSound.Hit_Bone_4	MonSound.Hit_Bone_8	MonSound.Hit_Stone_3		3	MonSound.gargoyle_dmg_1	MonSound.gargoyle_dmg_2	MonSound.gargoyle_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20669	LineageMonster.ketra_orc_warrior	LineageMonsters.ketra_orc_warrior_a_m00	2	LineageMonstersTex.ketra_orc_warrior_a_t00	LineageMonstersTex.ketra_orc_warrior_a_t01				0			16	4416	6	4410	12	4411	12	4412	10	4413	10	20000	20669	20001	20669	20002	20669											1.02352905	0		3	ItemSound.sword_big_9	ItemSound.sword_big_2	ItemSound.spear_4	4	MonSound.Hit_normal_12	MonSound.Hit_Metal_Clang_1	MonSound.Hit_bone_7	MonSound.Hit_Metal_clang_8		3	MonSound.orc_fighter_dmg_1	MonSound.orc_fighter_dmg_2	MonSound.orc_fighter_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20670	LineageMonster.drake	LineageMonsters.drake_m00	2	LineageMonstersTex.drake_t00	LineageMonstersTex.drake_t01				0			18	4416	10	4410	12	4411	12	4412	10	4413	10	4071	5	20000	20670	20001	20670	20002	20670									2.48571396	0		1				4	MonSound.Hit_Bone_6	MonSound.Hit_Bone_2	MonSound.Hit_Shell_1	MonSound.Hit_Stone_3		3	MonSound.drake_dmg_1	MonSound.drake_dmg_2	MonSound.drake_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20671	LineageMonster.devastator	LineageMonsters.devastator_m00	2	LineageMonstersTex.devastator_t00	LineageMonstersTex.devastator_t01				0			16	4416	12	4410	12	4411	12	4412	10	4413	10	20000	20671	20001	20671	20002	20671											1.02352905	0		1				5	MonSound.Hit_Shell_1	MonSound.Hit_Shell_2	MonSound.Hit_Wet_3	MonSound.Hit_Wet_4	MonSound.Hit_Wet_2	3	MonSound.queen_ant_dmg_1	MonSound.queen_ant_dmg_2	MonSound.queen_ant_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20672	LineageMonster.serpent_slave	LineageMonsters.serpent_slave_m00	2	LineageMonstersTex.serpent_slave_t00	LineageMonstersTex.serpent_slave_t01				0			16	4416	3	4410	10	4411	10	4412	12	4413	12	20000	20672	20001	20672	20002	20672											1.58181798	0		3	ItemSound.sword_big_9	ItemSound.spear_2	ItemSound.sword_mid_9	5	MonSound.Hit_normal_3	MonSound.Hit_Shell_3	ItemSound.shield_bone_1	MonSound.Hit_Metal_clang_11	MonSound.Hit_Wet_3	3	MonSound.serpent_slave_dmg_1	MonSound.serpent_slave_dmg_2	MonSound.serpent_slave_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20673	LineageMonster.cave_maiden	LineageMonsters.cave_maiden_m00	2	LineageMonstersTex.cave_maiden_t00	LineageMonstersTex.cave_maiden_t01				0			16	4416	3	4410	10	4411	10	4412	12	4413	12	20000	20673	20001	20673	20002	20673											1.45000005	0		3	ItemSound.hammer_1	ItemSound.sword_big_2	ItemSound.sword_mid_9	4	MonSound.Hit_Wet_3	ItemSound.armor_metal_alt_1	MonSound.Hit_Shell_2	MonSound.Hit_Bone_4		3	MonSound.cave_maiden_dmg_1	MonSound.cave_maiden_dmg_2	MonSound.cave_maiden_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20674	LineageMonster.death_blader	LineageMonsters.death_blader_m00	2	LineageMonstersTex.death_blader_t00	LineageMonstersTex.death_blader_t01				0			20	4416	1	4410	12	4411	12	4412	10	4413	10	4275	2	4278	1	20000	20674	20001	20674	20002	20674							1.02352905	0		3	ItemSound.sword_mid_9	ItemSound.sword_big_2	ItemSound.spear_4	4	ItemSound.shield_bone_1	ItemSound.shield_steel_1	ItemSound.shield_bone_3	ItemSound.shield_steel_8		3	MonSound.death_knight_dmg_1	MonSound.death_knight_dmg_2	MonSound.death_knight_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20675	LineageMonster.will_o_wisp	LineageMonsters.will_o_wisp_m00	1	LineageMonstersTex.will_o_wisp_t00					0			16	4416	2	4410	10	4411	10	4412	12	4413	12	20000	20675	20001	20675	20002	20675											1.24285698	0		1				4	MonSound.Hit_Soul_5	MonSound.Hit_Metal_Clang_1	MonSound.Hit_Soul_8	ItemSound.armor_metal_alt_6		3	MonSound.will_o_wisp_dmg_1	MonSound.will_o_wisp_dmg_2	MonSound.will_o_wisp_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20676	LineageMonster.hanged_man_ripper	LineageMonsters.hanged_man_ripper_m00	2	LineageMonstersTex.hanged_man_ripper_t00	LineageMonstersTex.hanged_man_ripper_t01				0			20	4416	5	4410	12	4411	12	4412	10	4413	10	4279	1	4277	5	20000	20676	20001	20676	20002	20676							3.16363597	0		1				4	MonSound.Hit_wood_1	ItemSound.shield_steel_1	MonSound.Hit_Wood_3	MonSound.Hit_Metal_clang_10		3	MonSound.hanged_man_dmg_1	MonSound.hanged_man_dmg_2	MonSound.hanged_man_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20677	LineageMonster.vampire_bat	LineageMonsters.vampire_bat_m00	2	LineageMonstersTex.vampire_bat_t00	LineageMonstersTex.vampire_bat_t01				0			12	4416	3	4281	1	4276	1	20000	20677	20001	20677	20002	20677															2.17499995	0		1				4	MonSound.Hit_bone_7	MonSound.Hit_Wet_4	MonSound.Hit_Bone_5	MonSound.Hit_Wet_5		3	MonSound.vamp_bat_dmg_1	MonSound.vamp_bat_dmg_2	MonSound.vamp_bat_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20678	LineageMonster.hungry_spirit	LineageMonsters.hungry_spirit_m00	2	LineageMonstersTex.hungry_spirit_t00	LineageMonstersTex.hungry_spirit_t01				0			20	4416	1	4410	12	4411	12	4412	10	4413	10	4275	2	4278	1	20000	20678	20001	20678	20002	20678							1.45000005	0		1				4	MonSound.Hit_wood_1	MonSound.Hit_Wet_4	ItemSound.shield_wood_2	MonSound.Hit_Metal_Clang_9		3	MonSound.hungry_spirit_dmg_1	MonSound.hungry_spirit_dmg_2	MonSound.hungry_spirit_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
20679	LineageMonster.gargoyle	LineageMonsters.gargoyle_m00	2	LineageMonstersTex.gargoyle_t00	LineageMonstersTex.gargoyle_t01				0			16	4416	3	4071	3	4273	3	4274	1	4281	1	20000	20679	20001	20679	20002	20679											1.24285698	0		1				4	MonSound.Hit_Stone_1	MonSound.Hit_Bone_4	MonSound.Hit_Bone_8	MonSound.Hit_Stone_3		3	MonSound.gargoyle_dmg_1	MonSound.gargoyle_dmg_2	MonSound.gargoyle_dmg_3	0			1	0					LineageEffect.p_u002_a	0	50.00000000	250.00000000	70.00000000	0	1
